Nave,Eta,Doc.Entrega,Pos.Entrega,VOLUM_ENTREGA,UMV,Material,FPE,FPAN,Status Movimiento de Mcía,Descripcion Material
MSC ROMANOS,2013-01-14,802988955,1,37.609,M3,501679,2013-01-25,2013-01-12,A,Ply AC EXT 2440x1220x18 S2S
MSC ROMANOS,2013-01-14,802988955,2,2.893,M3,501793,2013-01-25,2013-01-12,A,"Ply AnC EXT 2440x1220x9 WG-2"""
MSC ROMANOS,2013-01-14,802988956,1,25.722,M3,501662,2013-01-25,2013-01-12,A,Ply AC EXT 2440x1220x12 S2S
MSC ROMANOS,2013-01-14,802988956,2,8.706,M3,501670,2013-01-25,2013-01-12,A,Ply AC EXT 2440x1220x15 S2S
MSC ROMANOS,2013-01-14,802988956,3,5.786,M3,501679,2013-01-25,2013-01-12,A,Ply AC EXT 2440x1220x18 S2S
MSC PILAR,2013-01-29,802988957,1,23.144,M3,501679,2013-01-25,2013-02-07,A,Ply AC EXT 2440x1220x18 S2S
MSC PILAR,2013-01-29,802988957,2,10.836,M3,501715,2013-01-25,2013-02-07,A,"Ply AC UL 2440x1220x6,5 S2S"
MSC PILAR,2013-01-29,802988957,3,14.465,M3,501716,2013-01-25,2013-02-07,A,Ply AC UL 2440x1220x9 S2S
MSC PILAR,2013-01-29,802988959,1,28.93,M3,501679,2013-02-06,2013-01-30,A,Ply AC EXT 2440x1220x18 S2S
MSC PILAR,2013-01-29,802988959,2,17.358,M3,501793,2013-02-06,2013-01-30,A,"Ply AnC EXT 2440x1220x9 WG-2"""
MSC PILAR,2013-01-29,802988959,3,2.68,M3,501796,2013-02-06,2013-01-30,A,"Ply AnC EXT 2440x1220x9 WG-2"" ch #50"
MSC AUSTRIA,2013-01-17,802988961,1,40.628,M3,501670,2013-01-25,2013-01-12,A,Ply AC EXT 2440x1220x15 S2S
MSC AUSTRIA,2013-01-17,802988961,2,8.679,M3,501679,2013-01-25,2013-01-12,A,Ply AC EXT 2440x1220x18 S2S
MSC AUSTRIA,2013-01-17,802988962,1,48.586,M3,501662,2013-01-25,2013-01-18,A,Ply AC EXT 2440x1220x12 S2S
MAERSK KENSINGTON,2013-01-20,802991201,10,44.24,M3,502888,2013-01-27,2013-01-18,A,Ply CpD WBP 2400x1200x12 S2S
MAERSK KENSINGTON,2013-01-20,802991202,10,44.784,M3,502890,2013-01-27,2013-01-18,A,Ply CpD WBP 2400x1200x18 S2S
CMA CGM NABUCCO,2013-01-17,802991203,10,43.136,M3,764457,2013-01-30,2013-01-18,A,Ply BC WBP 2400x1200x12 S2S F8 FA ch
CMA CGM DON GIOVANNI,2013-01-31,802991204,10,42.848,M3,764455,2013-01-30,2013-01-28,A,Ply BC WBP 2400x1200x15 S2S F8 FA ch
CMA CGM NABUCCO,2013-01-17,802991207,10,21.424,M3,764455,2013-01-30,2013-01-18,A,Ply BC WBP 2400x1200x15 S2S F8 FA ch
CMA CGM NABUCCO,2013-01-17,802991207,20,21.888,M3,764448,2013-01-30,2013-01-18,A,Ply BC WBP 2400x1200x25 S2S F8 FA ch
CMA CGM NABUCCO,2013-01-17,802991208,10,44.784,M3,502102,2013-01-30,2013-01-18,A,Ply BC WBP 2400x1200x9 S2S
CMA CGM NABUCCO,2013-01-17,802991212,10,44.928,M3,502069,2013-01-30,2013-01-18,A,Ply BC WBP 2400x1200x15 S2S
MSC MADELEINE,2013-02-07,802991213,10,44.24,M3,502888,2013-02-01,2013-02-07,A,Ply CpD WBP 2400x1200x12 S2S
MAERSK KUANTAN,2013-02-10,802991215,30,22.12,M3,502062,2013-02-26,2013-02-13,A,Ply BC WBP 2400x1200x12 S2S
MAERSK KUANTAN,2013-02-10,802991215,40,22.392,M3,502076,2013-02-26,2013-02-13,A,Ply BC WBP 2400x1200x18 S2S
MAERSK KUANTAN,2013-02-10,802991216,10,43.136,M3,764434,2013-02-26,2013-02-13,A,Ply CpD WBP 2400x1200x18 S2S F8 FV ch
MAERSK KUANTAN,2013-02-10,802991216,10,43.136,M3,764434,2013-02-26,2013-02-13,A,Ply CpD WBP 2400x1200x18 S2S F8 FV ch
MAERSK KENDAL,2013-02-17,802991222,10,21.424,M3,986233,2013-02-16,2013-02-20,A,Ply BC WBP 2400x1200x15 S2S G&G-T F11 ch
MAERSK KENDAL,2013-02-17,802991222,20,24.112,M3,986238,2013-02-16,2013-02-20,A,Ply BC WBP 2700x1200x15 S2S G&G-T F11 ch
MAERSK KENDAL,2013-02-17,802991226,10,21.424,M3,986233,2013-02-16,2013-02-20,A,Ply BC WBP 2400x1200x15 S2S G&G-T F11 ch
MAERSK KENDAL,2013-02-17,802991226,20,24.112,M3,986238,2013-02-16,2013-02-20,A,Ply BC WBP 2700x1200x15 S2S G&G-T F11 ch
TBN MADERAS,2013-03-01,802991231,10,26.96,M3,764457,2013-03-22,2013-03-09,A,Ply BC WBP 2400x1200x12 S2S F8 FA ch
TBN MADERAS,2013-03-01,802991231,20,8.208,M3,764448,2013-03-22,2013-03-09,A,Ply BC WBP 2400x1200x25 S2S F8 FA ch
TBN MADERAS,2013-03-01,802991231,30,8.397,M3,502076,2013-03-22,2013-03-09,A,Ply BC WBP 2400x1200x18 S2S
CSAV RECIFE,2013-02-01,802991372,1,8.574,M3,501663,2013-01-31,2013-02-07,A,Ply AC EXT 2440x1220x12 S2S bar
CSAV RECIFE,2013-02-01,802991372,2,8.127,M3,501694,2013-01-31,2013-02-07,A,"Ply AC EXT 2440x1220x6,5 S2S bar"
CSAV RECIFE,2013-02-01,802991372,3,8.679,M3,501681,2013-01-31,2013-02-07,A,Ply AC EXT 2440x1220x18 S2S bar
CSAV RECIFE,2013-02-01,802991372,4,11.572,M3,501697,2013-01-31,2013-02-07,A,Ply AC EXT 2440x1220x9 S2S bar
CSAV RECIFE,2013-02-01,802991372,5,8.706,M3,501671,2013-01-31,2013-02-07,A,Ply AC EXT 2440x1220x15 S2S bar
CSAV RECIFE,2013-02-01,802991379,1,11.432,M3,501663,2013-01-31,2013-02-07,A,Ply AC EXT 2440x1220x12 S2S bar
CSAV RECIFE,2013-02-01,802991379,2,10.836,M3,501694,2013-01-31,2013-02-07,A,"Ply AC EXT 2440x1220x6,5 S2S bar"
CSAV RECIFE,2013-02-01,802991379,3,5.804,M3,501671,2013-01-31,2013-02-07,A,Ply AC EXT 2440x1220x15 S2S bar
CSAV RECIFE,2013-02-01,802991379,4,14.465,M3,501681,2013-01-31,2013-02-07,A,Ply AC EXT 2440x1220x18 S2S bar
CSAV RECIFE,2013-02-01,802991379,5,2.893,M3,501697,2013-01-31,2013-02-07,A,Ply AC EXT 2440x1220x9 S2S bar
CSAV RECIFE,2013-02-01,802991460,1,8.574,M3,501663,2013-01-31,2013-02-07,A,Ply AC EXT 2440x1220x12 S2S bar
CSAV RECIFE,2013-02-01,802991460,2,13.545,M3,501694,2013-01-31,2013-02-07,A,"Ply AC EXT 2440x1220x6,5 S2S bar"
CSAV RECIFE,2013-02-01,802991460,3,14.465,M3,501681,2013-01-31,2013-02-07,A,Ply AC EXT 2440x1220x18 S2S bar
CSAV RECIFE,2013-02-01,802991460,4,5.786,M3,501697,2013-01-31,2013-02-07,A,Ply AC EXT 2440x1220x9 S2S bar
CSAV RECIFE,2013-02-01,802991460,5,2.902,M3,501671,2013-01-31,2013-02-07,A,Ply AC EXT 2440x1220x15 S2S bar
MONTE OLIVIA,2013-01-27,802991461,10,41.258,M3,882500,2013-01-28,2013-01-31,A,RAN L MNA CED LS H 2440x1220x18/1RA/CS55
MONTE OLIVIA,2013-01-27,802991462,10,41.258,M3,882500,2013-01-28,2013-01-31,A,RAN L MNA CED LS H 2440x1220x18/1RA/CS55
MONTE TAMARO,2013-02-10,802991464,10,41.258,M3,882500,2013-01-28,2013-02-07,A,RAN L MNA CED LS H 2440x1220x18/1RA/CS55
MONTE TAMARO,2013-02-10,802991466,10,41.258,M3,882500,2013-01-28,2013-02-07,A,RAN L MNA CED LS H 2440x1220x18/1RA/CS55
MONTE TAMARO,2013-02-10,802991472,10,41.258,M3,882500,2013-01-28,2013-02-07,A,RAN L MNA CED LS H 2440x1220x18/1RA/CS55
MONTE TAMARO,2013-02-10,802991474,10,41.258,M3,882500,2013-01-28,2013-02-07,A,RAN L MNA CED LS H 2440x1220x18/1RA/CS55
MSC BREMEN,2013-02-08,802991682,10,24.475,M3,748222,2013-02-20,2013-02-13,A,CHO LISO 2440x1520x3/A2/EN200
CSAV RIO DE JANEIRO,2013-02-14,802991748,10,2.225,M3,748213,2013-02-26,2013-02-19,A,"CHO LISO 2440x1520x2,4/A2/ER250"
CSAV RIO DE JANEIRO,2013-02-14,802991748,20,22.25,M3,748222,2013-02-26,2013-02-19,A,CHO LISO 2440x1520x3/A2/EN200
CMA CGM NABUCCO,2013-01-17,802992032,10,47.583,M3,502890,2013-01-24,2013-01-18,A,Ply CpD WBP 2400x1200x18 S2S
CMA CGM NABUCCO,2013-01-17,802992033,10,47.005,M3,502888,2013-01-24,2013-01-18,A,Ply CpD WBP 2400x1200x12 S2S
CSAV ROMERAL,2013-01-30,802992035,10,47.44,M3,747849,2013-01-28,2013-01-31,A,TRU UL 2440x1220x12/1RA/CO83
CSAV ROMERAL,2013-01-30,802992035,20,94.304,M3,747856,2013-01-28,2013-01-31,A,TRU UL 2440x1220x15/1RA/CO66
CMA CGM DON GIOVANNI,2013-01-31,802992038,10,25.038,M3,738442,2013-01-24,2013-01-31,A,Ply CpC WBP 2400x1200x21 S2S
CMA CGM DON GIOVANNI,2013-01-31,802992038,20,21.296,M3,986237,2013-01-24,2013-01-31,A,Ply BC WBP 2400x1200x21 S2S G&G-T F11 ch
CMA CGM NABUCCO,2013-01-17,802992043,10,44.784,M3,764453,2013-01-24,2013-01-12,A,Ply BC WBP 2400x1200x18 S2S F8 FA
MSC MADELEINE,2013-02-07,802992045,10,43.136,M3,986234,2013-02-16,2013-02-06,A,Ply BC WBP 2400x1200x18 S2S G&G-T F11 ch
CMA CGM DON GIOVANNI,2013-01-31,802992047,10,47.583,M3,502890,2013-01-31,2013-01-31,A,Ply CpD WBP 2400x1200x18 S2S
CMA CGM DON GIOVANNI,2013-01-31,802992051,10,47.583,M3,502890,2013-01-31,2013-01-31,A,Ply CpD WBP 2400x1200x18 S2S
CMA CGM DON GIOVANNI,2013-01-31,802992054,10,47.583,M3,502890,2013-01-31,2013-01-31,A,Ply CpD WBP 2400x1200x18 S2S
MSC MADELEINE,2013-02-07,802992057,10,22.392,M3,502890,2013-01-31,2013-02-07,A,Ply CpD WBP 2400x1200x18 S2S
MSC MADELEINE,2013-02-07,802992057,20,25.038,M3,738442,2013-01-31,2013-02-07,A,Ply CpC WBP 2400x1200x21 S2S
CSAV RECIFE,2013-02-01,802992674,10,20.772,M3,980210,2013-01-22,2013-02-01,A,MNA P 048-LIN CI SS 2440x2150x15/1/C44
CSAV RECIFE,2013-02-01,802992674,20,6.924,M3,970148,2013-01-22,2013-02-01,A,MNA P 074-TAB SS 2440x2150x15/1/C44
CSAV RECIFE,2013-02-01,802992674,30,9.633,M3,980219,2013-01-22,2013-02-01,A,MNA P 074-TAB SS 2440x2150x18/1/C34
MSC INES,2013-01-10,802993337,10,49.334,M3,502676,2013-01-08,2013-01-08,A,Ply CD WBP 2440x1220x15 US PA
MSC INES,2013-01-10,802993343,10,49.334,M3,502676,2013-01-08,2013-01-08,A,Ply CD WBP 2440x1220x15 US PA
MSC INES,2013-01-10,802993351,10,44.784,M3,502928,2013-01-08,2013-01-08,A,Ply MU WBP 2400x1200x18 S2S Ex
MSC INES,2013-01-10,802993354,10,44.784,M3,502928,2013-01-08,2013-01-08,A,Ply MU WBP 2400x1200x18 S2S Ex
MSC INES,2013-01-10,802993358,10,44.784,M3,502928,2013-01-08,2013-01-08,A,Ply MU WBP 2400x1200x18 S2S Ex
MSC INES,2013-01-10,802993378,10,46.432,M3,502676,2013-01-08,2013-01-08,A,Ply CD WBP 2440x1220x15 US PA
MSC INES,2013-01-10,802993379,10,46.432,M3,502676,2013-01-08,2013-01-08,A,Ply CD WBP 2440x1220x15 US PA
MSC INES,2013-01-10,802993425,10,26.118,M3,502676,2013-01-08,2013-01-08,A,Ply CD WBP 2440x1220x15 US PA
MSC INES,2013-01-10,802993425,20,11.572,M3,502241,2013-01-08,2013-01-08,A,Ply BC WBP 2440x1220x9 S2S
MSC INES,2013-01-10,802993425,30,8.574,M3,502800,2013-01-08,2013-01-08,A,Ply CpC WBP 2440x1220x12 S2S
NYK LYNX,2013-01-11,802993428,10,45.728,M3,502800,2013-01-08,2013-01-09,A,Ply CpC WBP 2440x1220x12 S2S
NYK LYNX,2013-01-11,802993429,10,44.928,M3,502925,2013-01-08,2013-01-08,A,Ply MU WBP 2400x1200x15 S2S Ex
CAP MORETON,2013-01-09,802993432,10,45.728,M3,502800,2013-01-08,2013-01-08,C,Ply CpC WBP 2440x1220x12 S2S
SEALAND NEW YORK,2013-01-06,802993436,10,46.432,M3,502676,2013-01-08,2013-01-08,C,Ply CD WBP 2440x1220x15 US PA
SEALAND NEW YORK,2013-01-06,802993440,10,46.432,M3,502676,2013-01-08,2013-01-08,C,Ply CD WBP 2440x1220x15 US PA
SEALAND NEW YORK,2013-01-06,802993444,10,44.928,M3,502925,2013-01-08,2013-01-08,C,Ply MU WBP 2400x1200x15 S2S Ex
SEALAND NEW YORK,2013-01-06,802993447,10,17.152,M3,503081,2013-01-08,2013-01-08,C,"Ply Rech Ran 2440x1220x15 TMP-8"" R"
SEALAND NEW YORK,2013-01-06,802993447,20,17.152,M3,503081,2013-01-08,2013-01-08,C,"Ply Rech Ran 2440x1220x15 TMP-8"" R"
SEALAND NEW YORK,2013-01-06,802993450,10,17.152,M3,503081,2013-01-08,2013-01-08,C,"Ply Rech Ran 2440x1220x15 TMP-8"" R"
SEALAND NEW YORK,2013-01-06,802993450,20,17.152,M3,503079,2013-01-08,2013-01-08,C,"Ply Rech Ran 2440x1220x15 TMP-4"" R"
SEALAND NEW YORK,2013-01-06,802993452,10,15.81,M3,891854,2013-01-08,2013-01-08,C,Ply Rech Ran 2440x1200x12 TMP-150R TrW
SEALAND NEW YORK,2013-01-06,802993452,20,1.037,M3,891862,2013-01-08,2013-01-08,C,Ply Rech Ran 2400x1200x9 S2S VG-100 CR
SEALAND NEW YORK,2013-01-06,802993452,30,13.936,M3,503092,2013-01-08,2013-01-08,C,"Ply Rech Ran 2440x1220x9 TPP-4"" R"
SEALAND NEW YORK,2013-01-06,802993452,40,3.216,M3,503065,2013-01-08,2013-01-08,C,"Ply Rech Ran 2440x1220x12 TMP-4"""
SEALAND NEW YORK,2013-01-06,802993453,10,9.648,M3,503079,2013-01-08,2013-01-07,C,"Ply Rech Ran 2440x1220x15 TMP-4"" R"
SEALAND NEW YORK,2013-01-06,802993453,20,7.504,M3,503081,2013-01-08,2013-01-07,C,"Ply Rech Ran 2440x1220x15 TMP-8"" R"
SEALAND NEW YORK,2013-01-06,802993453,30,8.576,M3,503066,2013-01-08,2013-01-07,C,"Ply Rech Ran 2440x1220x12 TMP-4"" R"
SEALAND NEW YORK,2013-01-06,802993453,40,6.432,M3,503078,2013-01-08,2013-01-07,C,"Ply Rech Ran 2440x1220x15 TMP-4"""
SEALAND NEW YORK,2013-01-06,802993453,50,2,M3,503074,2013-01-08,2013-01-07,C,"Ply Rech Ran 2440x1220x14 TMP-4"""
MAERSK KELSO,2013-01-27,802993455,10,14.465,M3,503053,2013-01-08,2013-01-26,A,Ply Rech Prensa 2440x1220x9
MAERSK KELSO,2013-01-27,802993455,20,4.288,M3,503077,2013-01-08,2013-01-26,A,"Ply Rech Ran 2440x1220x15 RBB-12"" R"
MAERSK KELSO,2013-01-27,802993455,30,29.02,M3,502676,2013-01-08,2013-01-26,A,Ply CD WBP 2440x1220x15 US PA
MAERSK KELSO,2013-01-27,802993455,40,2,M3,799398,2013-01-08,2013-01-26,A,"Ply Rech Ran 2440x1220x14 TMP-8"""
MAERSK KELSO,2013-01-27,802993455,50,2.893,M3,502996,2013-01-08,2013-01-26,A,Ply Rech Mix 2440x1220x18
HANJIN LONG BEACH,2013-01-24,802993543,20,48.594,M3,748220,2013-01-15,2013-01-21,A,"CHO LISO 2440x1520x2,4/A2/EN130"
HANJIN LONG BEACH,2013-01-24,802993543,20,48.594,M3,748220,2013-01-15,2013-01-21,A,"CHO LISO 2440x1520x2,4/A2/EN130"
NYK LYNX,2013-01-11,802993604,20,38.01,M3,747704,2013-01-08,2013-01-12,A,TRU LI 2440x1220x12/1RA/CO76
CSAV TALTAL,2013-01-04,802993688,10,45.728,M3,502123,2013-01-05,2013-01-05,C,Ply BC WBP 2440x1220x12 S2S
MSC INES,2013-01-10,802993691,10,45.728,M3,502123,2013-01-07,2013-01-07,A,Ply BC WBP 2440x1220x12 S2S
MONTE VERDE,2013-01-06,802993697,10,45.728,M3,502123,2013-01-09,2013-01-08,C,Ply BC WBP 2440x1220x12 S2S
MONTE CERVANTES,2013-01-13,802993701,10,45.728,M3,502123,2013-01-11,2013-01-11,A,Ply BC WBP 2440x1220x12 S2S
CSAV TALTAL,2013-01-04,802993702,10,45.728,M3,502123,2013-01-05,2013-01-05,C,Ply BC WBP 2440x1220x12 S2S
CSAV TALTAL,2013-01-04,802993707,10,46.432,M3,502152,2013-01-05,2013-01-05,C,Ply BC WBP 2440x1220x15 S2S
MONTE CERVANTES,2013-01-13,802993711,10,46.288,M3,502178,2013-01-11,2013-01-11,A,Ply BC WBP 2440x1220x18 S2S
CSAV TALTAL,2013-01-04,802993713,10,46.288,M3,502178,2013-01-05,2013-01-05,C,Ply BC WBP 2440x1220x18 S2S
MSC INES,2013-01-10,802993717,10,46.288,M3,502178,2013-01-07,2013-01-07,A,Ply BC WBP 2440x1220x18 S2S
CSAV TALTAL,2013-01-04,802993720,10,45.728,M3,502123,2013-01-07,2013-01-06,C,Ply BC WBP 2440x1220x12 S2S
MONTE VERDE,2013-01-06,802993722,10,45.728,M3,502123,2013-01-09,2013-01-08,C,Ply BC WBP 2440x1220x12 S2S
MONTE CERVANTES,2013-01-13,802993724,10,45.728,M3,502123,2013-01-11,2013-01-11,A,Ply BC WBP 2440x1220x12 S2S
MONTE VERDE,2013-01-06,802993725,10,46.288,M3,502178,2013-01-09,2013-01-08,C,Ply BC WBP 2440x1220x18 S2S
SEALAND NEW YORK,2013-01-06,802993726,10,46.432,M3,502152,2013-01-07,2013-01-07,C,Ply BC WBP 2440x1220x15 S2S
MAERSK KUANTAN,2013-01-13,802993728,10,46.432,M3,502152,2013-01-09,2013-01-15,A,Ply BC WBP 2440x1220x15 S2S
MSC GENEVA,2013-01-07,802995037,1,49.181,M3,501759,2013-01-08,2013-01-08,C,Ply AnAn EXT 2440x1220x18 S2S
MSC AUSTRIA,2013-01-17,802995040,1,23.144,M3,501759,2013-01-08,2013-01-18,A,Ply AnAn EXT 2440x1220x18 S2S
MSC AUSTRIA,2013-01-17,802995040,2,25.074,M3,690051,2013-01-08,2013-01-18,A,Ply AC EXT 2440x1220x12 S2S bar mast 3F
CCNI AQUILES,2013-02-06,802995227,10,47.44,M3,503661,2013-01-30,2013-02-07,A,MNA U 135-BCO FF 2440x1220x12/1/C83
CCNI AQUILES,2013-02-06,802995227,20,94.304,M3,503662,2013-01-30,2013-02-07,A,MNA U 135-BCO FF 2440x1220x15/1/C66
AS CATALANIA,2013-02-13,802995229,10,47.44,M3,503661,2013-02-05,2013-02-14,A,MNA U 135-BCO FF 2440x1220x12/1/C83
AS CATALANIA,2013-02-13,802995229,20,94.304,M3,503662,2013-02-05,2013-02-14,A,MNA U 135-BCO FF 2440x1220x15/1/C66
MSC ROMANOS,2013-01-14,802995464,10,24.885,M3,903676,2013-01-09,2013-01-09,A,Ply CpC WBP 2400x1200x12 S2S P30 EAN
MSC ROMANOS,2013-01-14,802995464,20,22.392,M3,502792,2013-01-09,2013-01-09,A,Ply CpC WBP 2400x1200x9 S2S
MSC LORENA,2013-01-25,802995488,10,42.864,M3,501926,2013-01-30,2013-01-28,A,Ply BC Deco UL 2440x1220x15 US V
MSC LORENA,2013-01-25,802995491,10,214.32,M3,501926,2013-01-30,2013-02-07,A,Ply BC Deco UL 2440x1220x15 US V
MSC LORENA,2013-01-25,802995493,10,214.32,M3,501926,2013-01-30,2013-02-07,A,Ply BC Deco UL 2440x1220x15 US V
MSC LORENA,2013-01-25,802995494,10,42.864,M3,501928,2013-01-30,2013-02-07,A,Ply BC Deco UL 2440x1220x18 US V
STADT WEIMAR,2013-01-16,802996623,10,48.586,M3,502800,2013-02-01,2013-01-18,A,Ply CpC WBP 2440x1220x12 S2S
CSAV RECIFE,2013-02-01,802996797,10,46.288,M3,501696,2013-02-01,2013-02-07,A,Ply AC EXT 2440x1220x9 S2S
CSAV SUAPE,2013-01-18,802996798,10,45.728,M3,501662,2013-02-01,2013-01-18,A,Ply AC EXT 2440x1220x12 S2S
MSC LORENA,2013-01-25,802996800,10,46.432,M3,501670,2013-02-04,2013-01-24,A,Ply AC EXT 2440x1220x15 S2S
CSAV RECIFE,2013-02-01,802996802,10,27.09,M3,501693,2013-02-01,2013-02-14,A,"Ply AC EXT 2440x1220x6,5 S2S"
CSAV RECIFE,2013-02-01,802996802,20,17.412,M3,501689,2013-02-01,2013-02-14,A,Ply AC EXT 2440x1220x25 S2S
CSAV RECIFE,2013-02-01,802996804,10,46.016,M3,501688,2013-02-04,2013-02-04,A,Ply AC EXT 2440x1220x21 S2S
CSAV SUAPE,2013-01-18,802996806,10,46.288,M3,501679,2013-02-04,2013-01-16,A,Ply AC EXT 2440x1220x18 S2S
MSC LORENA,2013-01-25,802996809,10,46.432,M3,501670,2013-02-01,2013-01-24,A,Ply AC EXT 2440x1220x15 S2S
CSAV RIO DE JANEIRO,2013-02-14,802996812,10,44.784,M3,502791,2013-02-04,2013-02-13,A,Ply CpC WBP 2400x1200x18 S2S T&G-M
CSAV RIO DE JANEIRO,2013-02-14,802996814,10,44.784,M3,502791,2013-02-01,2013-02-13,A,Ply CpC WBP 2400x1200x18 S2S T&G-M
CSAV RIO DE JANEIRO,2013-02-14,802996815,10,44.24,M3,502788,2013-02-01,2013-02-13,A,Ply CpC WBP 2400x1200x12 S2S T&G
CSAV RIO DE JANEIRO,2013-02-14,802996816,10,44.928,M3,502789,2013-02-01,2013-02-13,A,Ply CpC WBP 2400x1200x15 S2S T&G-M
CSAV RIO DE JANEIRO,2013-02-14,802996817,10,44.928,M3,502789,2013-02-04,2013-02-13,A,Ply CpC WBP 2400x1200x15 S2S T&G-M
CAP MORETON,2013-01-09,802997021,10,116.82,M3,503370,2013-01-10,2013-01-10,C,CHO LISO 500x295x3/A2/EN2400
CAP MORETON,2013-01-09,802997022,10,68.85,M3,710413,2013-01-10,2013-01-10,C,"CHO LISO 500x295x2,4/A2/EN2400"
CAP MORETON,2013-01-09,802997026,10,14.868,M3,503370,2013-01-10,2013-01-10,C,CHO LISO 500x295x3/A2/EN2400
CAP MORETON,2013-01-09,802997026,20,10.2,M3,710413,2013-01-10,2013-01-10,C,"CHO LISO 500x295x2,4/A2/EN2400"
CMA CGM NABUCCO,2013-01-17,802997822,20,38.136,M3,747732,2013-01-10,2013-01-14,A,TRU LI 2440x1220x15/1RA/CO61
CMA CGM NABUCCO,2013-01-17,802997824,30,35.412,M3,747732,2013-01-10,2013-01-14,A,TRU LI 2440x1220x15/1RA/CO61
CMA CGM NABUCCO,2013-01-17,802997824,30,35.412,M3,747732,2013-01-10,2013-01-14,A,TRU LI 2440x1220x15/1RA/CO61
CMA CGM NABUCCO,2013-01-17,802997824,40,2.715,M3,747704,2013-01-10,2013-01-14,A,TRU LI 2440x1220x12/1RA/CO76
CMA CGM NABUCCO,2013-01-17,802997831,10,5.412,M3,505156,2013-01-10,2013-01-14,A,TRU LI 2440x1220x9/1RA/CO101
CMA CGM NABUCCO,2013-01-17,802997831,40,10.716,M3,747742,2013-01-10,2013-01-14,A,TRU LI 2440x1220x18/1RA/CO50
CMA CGM NABUCCO,2013-01-17,802997831,50,13.575,M3,747704,2013-01-10,2013-01-14,A,TRU LI 2440x1220x12/1RA/CO76
CMA CGM NABUCCO,2013-01-17,802997831,60,8.172,M3,747732,2013-01-10,2013-01-14,A,TRU LI 2440x1220x15/1RA/CO61
CSAV RECIFE,2013-02-01,802997872,10,37.884,M3,921135,2013-01-31,2013-02-01,A,MDP 2500x1830x15/1/C46
CSAV RECIFE,2013-02-01,802997874,10,37.884,M3,921135,2013-01-31,2013-02-01,A,MDP 2500x1830x15/1/C46
CSAV SUAPE,2013-01-18,802997875,10,36.972,M3,977689,2013-01-23,2013-01-18,A,MDP 2440x1830x15/1/C46
CSAV SUAPE,2013-01-18,802997878,10,36.972,M3,977689,2013-01-23,2013-01-18,A,MDP 2440x1830x15/1/C46
CSAV RECIFE,2013-02-01,802997880,10,37.884,M3,921135,2013-01-31,2013-02-01,A,MDP 2500x1830x15/1/C46
CSAV RECIFE,2013-02-01,802997883,10,18.942,M3,921135,2013-01-31,2013-02-01,A,MDP 2500x1830x15/1/C46
CSAV RECIFE,2013-02-01,802997883,20,15.92,M3,921133,2013-01-31,2013-02-01,A,MDP 2500x1830x12/1/C58
CSAV RECIFE,2013-02-01,802997886,10,37.548,M3,921137,2013-01-31,2013-02-01,A,MDP 2500x1830x18/1/C38
MSC BREMEN,2013-02-08,802997888,10,18.774,M3,921137,2013-01-31,2013-02-08,A,MDP 2500x1830x18/1/C38
MSC BREMEN,2013-02-08,802997888,20,18.444,M3,921139,2013-01-31,2013-02-08,A,MDP 2500x1830x24/1/C28
MSC LORENA,2013-01-25,802997890,10,36.888,M3,921139,2013-01-23,2013-01-22,A,MDP 2500x1830x24/1/C28
CSAV SUAPE,2013-01-18,802997891,10,37.884,M3,982412,2013-01-23,2013-01-15,A,MDP 2500x1830x30/1/C23
MSC BREMEN,2013-02-08,802997892,10,3.157,M3,982412,2013-01-31,2013-02-08,A,MDP 2500x1830x30/1/C23
MSC BREMEN,2013-02-08,802997892,20,32.12,M3,982032,2013-01-31,2013-02-08,A,MDP 2500x1830x9/1/C78
CSAV RECIFE,2013-02-01,802997893,10,35.024,M3,921133,2013-01-31,2013-02-01,A,MDP 2500x1830x12/1/C58
CSAV RECIFE,2013-02-01,802997894,10,25.472,M3,921133,2013-01-31,2013-02-01,A,MDP 2500x1830x12/1/C58
CSAV RECIFE,2013-02-01,802997894,20,9.471,M3,982412,2013-01-31,2013-02-01,A,MDP 2500x1830x30/1/C23
CSAV RECIFE,2013-02-01,802997896,10,37.884,M3,921135,2013-01-31,2013-02-01,A,MDP 2500x1830x15/1/C46
CSAV SUAPE,2013-01-18,802997897,10,24.648,M3,977689,2013-01-31,2013-01-20,A,MDP 2440x1830x15/1/C46
CSAV SUAPE,2013-01-18,802997897,20,12.296,M3,921139,2013-01-31,2013-01-20,A,MDP 2500x1830x24/1/C28
CSAV SUAPE,2013-01-18,802997899,10,18.774,M3,921137,2013-01-25,2013-01-13,A,MDP 2500x1830x18/1/C38
NYK LYNX,2013-01-11,802998013,10,24.475,M3,748222,2013-01-21,2013-01-11,A,CHO LISO 2440x1520x3/A2/EN200
MSC AUSTRIA,2013-01-17,802998194,1,195.02,M3,917766,2013-02-01,2013-01-19,A,Ply AC EXT 2440x1220x18 S2S bar ch 5F ZP
MSC LORENA,2013-01-25,802998197,1,156.016,M3,917766,2013-02-01,2013-01-28,A,Ply AC EXT 2440x1220x18 S2S bar ch 5F ZP
MSC AUSTRIA,2013-01-17,802998198,1,161.588,M3,690050,2013-02-01,2013-01-19,A,Ply AC EXT 2440x1220x12 S2S bar ch 3F
MSC AUSTRIA,2013-01-17,802998199,1,217.308,M3,917766,2013-02-01,2013-01-18,A,Ply AC EXT 2440x1220x18 S2S bar ch 5F ZP
